artist,track,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,unique
21 Savage,a lot,"['atl hip hop', 'rap', 'trap music']",0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,audio_features,3WXJOVqIyZKSkdLa82PF0L,spotify:track:3WXJOVqIyZKSkdLa82PF0L,https://api.spotify.com/v1/tracks/3WXJOVqIyZKSkdLa82PF0L,https://api.spotify.com/v1/audio-analysis/3WXJOVqIyZKSkdLa82PF0L,288624,4,21 Savage|A Lot
Maroon 5,Girls Like You,['pop'],0.611,0.462,0,-7.054,1,0.0646,0.558,1.01e-06,0.131,0.377,59.635,audio_features,6OEHjJJvdkk1Ln0p0AZdyz,spotify:track:6OEHjJJvdkk1Ln0p0AZdyz,https://api.spotify.com/v1/tracks/6OEHjJJvdkk1Ln0p0AZdyz,https://api.spotify.com/v1/audio-analysis/6OEHjJJvdkk1Ln0p0AZdyz,215230,4,Maroon 5 Featuring Cardi B|Girls Like You
Ariana Grande,"thank u, next","['dance pop', 'pop', 'post-teen pop']",0.717,0.653,1,-5.634,1,0.0658,0.229,0,0.101,0.412,106.966,audio_features,3e9HZxeyfWwjeyPAMmWSSQ,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,https://api.spotify.com/v1/tracks/3e9HZxeyfWwjeyPAMmWSSQ,https://api.spotify.com/v1/audio-analysis/3e9HZxeyfWwjeyPAMmWSSQ,207320,4,"Ariana Grande|Thank U, Next"
Billie Eilish,bury a friend,"['electropop', 'pop']",0.888,0.395,8,-14.645,1,0.324,0.752,0.14,0.106,0.162,120.058,audio_features,4SSnFejRGlZikf02HLewEF,spotify:track:4SSnFejRGlZikf02HLewEF,https://api.spotify.com/v1/tracks/4SSnFejRGlZikf02HLewEF,https://api.spotify.com/v1/audio-analysis/4SSnFejRGlZikf02HLewEF,193143,4,Billie Eilish|Bury A Friend
Luke Combs,Beautiful Crazy,"['contemporary country', 'country road']",0.552,0.402,11,-7.431,1,0.0262,0.676,0,0.0928,0.382,103.313,audio_features,2rxQMGVafnNaRaXlRMWPde,spotify:track:2rxQMGVafnNaRaXlRMWPde,https://api.spotify.com/v1/tracks/2rxQMGVafnNaRaXlRMWPde,https://api.spotify.com/v1/audio-analysis/2rxQMGVafnNaRaXlRMWPde,193200,4,Luke Combs|Beautiful Crazy
Dean Lewis,Be Alright,"['australian pop', 'pop']",0.551,0.537,11,-7.595,1,0.034,0.705,0,0.0802,0.493,126.421,audio_features,2H4gf1wLxvYreMj1jcaN0k,spotify:track:2H4gf1wLxvYreMj1jcaN0k,https://api.spotify.com/v1/tracks/2H4gf1wLxvYreMj1jcaN0k,https://api.spotify.com/v1/audio-analysis/2H4gf1wLxvYreMj1jcaN0k,196493,4,Dean Lewis|Be Alright
Billie Eilish,when the party's over,"['electropop', 'pop']",0.454,0.111,4,-14.038,1,0.0635,0.978,5.89e-05,0.0898,0.187,124.155,audio_features,43zdsphuZLzwA9k4DJhU0I,spotify:track:43zdsphuZLzwA9k4DJhU0I,https://api.spotify.com/v1/tracks/43zdsphuZLzwA9k4DJhU0I,https://api.spotify.com/v1/audio-analysis/43zdsphuZLzwA9k4DJhU0I,196077,3,Billie Eilish|When The Party's Over
Lil Baby,Drip Too Hard (Lil Baby & Gunna),"['atl hip hop', 'atl trap', 'rap', 'trap music']",0.896,0.671,1,-6.977,0,0.289,0.103,0,0.552,0.358,112.502,audio_features,78QR3Wp35dqAhFEc2qAGjE,spotify:track:78QR3Wp35dqAhFEc2qAGjE,https://api.spotify.com/v1/tracks/78QR3Wp35dqAhFEc2qAGjE,https://api.spotify.com/v1/audio-analysis/78QR3Wp35dqAhFEc2qAGjE,145543,4,Lil Baby & Gunna|Drip Too Hard
Billie Eilish,wish you were gay,"['electropop', 'pop']",0.85,0.353,7,-10.267,1,0.334,0.389,6.68e-06,0.8,0.329,118.071,audio_features,3Fj47GNK2kUF0uaEDgXLaD,spotify:track:3Fj47GNK2kUF0uaEDgXLaD,https://api.spotify.com/v1/tracks/3Fj47GNK2kUF0uaEDgXLaD,https://api.spotify.com/v1/audio-analysis/3Fj47GNK2kUF0uaEDgXLaD,221543,4,Billie Eilish|Wish You Were Gay
Lauren Daigle,You Say,"['ccm', 'christian music', 'worship']",0.486,0.632,5,-6.89,1,0.0344,0.682,0,0.0869,0.0791,147.892,audio_features,6Up545NUflOiXo8cEraH49,spotify:track:6Up545NUflOiXo8cEraH49,https://api.spotify.com/v1/tracks/6Up545NUflOiXo8cEraH49,https://api.spotify.com/v1/audio-analysis/6Up545NUflOiXo8cEraH49,274693,4,Lauren Daigle|You Say
Post Malone,Better Now,"['pop', 'rap']",0.68,0.563,10,-5.843,1,0.0454,0.354,0,0.136,0.374,145.028,audio_features,7dt6x5M1jzdTEt8oCbisTK,spotify:track:7dt6x5M1jzdTEt8oCbisTK,https://api.spotify.com/v1/tracks/7dt6x5M1jzdTEt8oCbisTK,https://api.spotify.com/v1/audio-analysis/7dt6x5M1jzdTEt8oCbisTK,231267,4,Post Malone|Better Now
Billie Eilish,xanny,"['electropop', 'pop']",0.512,0.128,9,-17.827,1,0.313,0.778,0.00118,0.277,0.0473,109.102,audio_features,4QIo4oxwzzafcBWkKjDpXY,spotify:track:4QIo4oxwzzafcBWkKjDpXY,https://api.spotify.com/v1/tracks/4QIo4oxwzzafcBWkKjDpXY,https://api.spotify.com/v1/audio-analysis/4QIo4oxwzzafcBWkKjDpXY,243725,4,Billie Eilish|Xanny
Cardi B,Money Bag,"['pop', 'rap']",0.947,0.788,10,-6.138,0,0.124,0.107,0.000691,0.108,0.454,129.977,audio_features,1vBeIXlzbAieGoDqInav5j,spotify:track:1vBeIXlzbAieGoDqInav5j,https://api.spotify.com/v1/tracks/1vBeIXlzbAieGoDqInav5j,https://api.spotify.com/v1/audio-analysis/1vBeIXlzbAieGoDqInav5j,229005,4,Cardi B|Money
A Boogie Wit da Hoodie,Look Back At It,"['rap', 'trap music']",0.791,0.587,3,-5.075,0,0.0413,0.407,0,0.148,0.536,96.057,audio_features,3Ol2xnObFdKV9pmRD2t9x8,spotify:track:3Ol2xnObFdKV9pmRD2t9x8,https://api.spotify.com/v1/tracks/3Ol2xnObFdKV9pmRD2t9x8,https://api.spotify.com/v1/audio-analysis/3Ol2xnObFdKV9pmRD2t9x8,179449,4,A Boogie Wit da Hoodie|Look Back At It
Khalid,Talk,['pop'],0.901,0.4,0,-8.575,1,0.126,0.051,0,0.0599,0.346,135.984,audio_features,6TqXcAFInzjp0bODyvrWEq,spotify:track:6TqXcAFInzjp0bODyvrWEq,https://api.spotify.com/v1/tracks/6TqXcAFInzjp0bODyvrWEq,https://api.spotify.com/v1/audio-analysis/6TqXcAFInzjp0bODyvrWEq,197573,4,Khalid|Talk
5 Seconds Of Summer,Youngblood - Live,"['boy band', 'dance pop', 'pop', 'post-teen pop']",0.521,0.946,6,-5.047,0,0.0714,0.000437,0,0.362,0.0715,120.0,audio_features,6NnrABRPQdGmWRssVFYTAA,spotify:track:6NnrABRPQdGmWRssVFYTAA,https://api.spotify.com/v1/tracks/6NnrABRPQdGmWRssVFYTAA,https://api.spotify.com/v1/audio-analysis/6NnrABRPQdGmWRssVFYTAA,390623,4,5 Seconds Of Summer|Youngblood
Billie Eilish,you should see me in a crown,"['electropop', 'pop']",0.672,0.552,4,-10.512,1,0.174,0.449,0.152,0.138,0.259,150.469,audio_features,3XF5xLJHOQQRbWya6hBp7d,spotify:track:3XF5xLJHOQQRbWya6hBp7d,https://api.spotify.com/v1/tracks/3XF5xLJHOQQRbWya6hBp7d,https://api.spotify.com/v1/audio-analysis/3XF5xLJHOQQRbWya6hBp7d,180953,4,Billie Eilish|You Should See Me In A Crown
Pinkfong,Baby Shark,"[""children's music""]",0.825,0.828,8,-4.887,1,0.139,0.272,0,0.053,0.744,115.045,audio_features,571Jz87ytvwTv205mToeaG,spotify:track:571Jz87ytvwTv205mToeaG,https://api.spotify.com/v1/tracks/571Jz87ytvwTv205mToeaG,https://api.spotify.com/v1/audio-analysis/571Jz87ytvwTv205mToeaG,84156,4,Pinkfong|Baby Shark
Billie Eilish,my strange addiction,"['electropop', 'pop']",0.938,0.311,1,-11.206,0,0.376,0.387,0.000126,0.104,0.557,100.014,audio_features,3Tc57t9l2O8FwQZtQOvPXK,spotify:track:3Tc57t9l2O8FwQZtQOvPXK,https://api.spotify.com/v1/tracks/3Tc57t9l2O8FwQZtQOvPXK,https://api.spotify.com/v1/audio-analysis/3Tc57t9l2O8FwQZtQOvPXK,179889,4,Billie Eilish|My Strange Addiction
Bad Bunny,Otra Noche en Miami,"['reggaeton', 'trap latino']",0.514,0.646,1,-8.833,1,0.275,0.197,2.3e-05,0.0958,0.297,88.661,audio_features,4vCAzANUWDE24URV6wQ4ra,spotify:track:4vCAzANUWDE24URV6wQ4ra,https://api.spotify.com/v1/tracks/4vCAzANUWDE24URV6wQ4ra,https://api.spotify.com/v1/audio-analysis/4vCAzANUWDE24URV6wQ4ra,233128,4,Bad Bunny Featuring Drake|MIA
Billie Eilish,all the good girls go to hell,"['electropop', 'pop']",0.741,0.447,8,-9.015,0,0.388,0.316,0.121,0.187,0.551,184.98,audio_features,6IRdLKIyS4p7XNiP8r6rsx,spotify:track:6IRdLKIyS4p7XNiP8r6rsx,https://api.spotify.com/v1/tracks/6IRdLKIyS4p7XNiP8r6rsx,https://api.spotify.com/v1/audio-analysis/6IRdLKIyS4p7XNiP8r6rsx,168840,4,Billie Eilish|All The Good Girls Go To Hell
City Girls,Act Up,"['pop', 'r&b', 'trap queen']",0.938,0.638,8,-4.713,1,0.189,0.0167,0,0.111,0.313,97.075,audio_features,3A2yGHWIzmGEIolwonU69h,spotify:track:3A2yGHWIzmGEIolwonU69h,https://api.spotify.com/v1/tracks/3A2yGHWIzmGEIolwonU69h,https://api.spotify.com/v1/audio-analysis/3A2yGHWIzmGEIolwonU69h,158332,4,City Girls|Act Up
Juice WRLD,Robbery,['chicago rap'],0.685,0.692,2,-5.122,1,0.0457,0.328,0,0.153,0.578,159.966,audio_features,6Hj9jySrnFppAI0sEMCZpJ,spotify:track:6Hj9jySrnFppAI0sEMCZpJ,https://api.spotify.com/v1/tracks/6Hj9jySrnFppAI0sEMCZpJ,https://api.spotify.com/v1/audio-analysis/6Hj9jySrnFppAI0sEMCZpJ,240051,5,Juice WRLD|Robbery
Kodak Black,ZEZE (feat. Travis Scott & Offset),"['miami hip hop', 'rap', 'trap music']",0.861,0.603,8,-5.788,0,0.176,0.0521,0,0.0924,0.504,98.043,audio_features,0FZ4Dmg8jJJAPJnvBIzD9z,spotify:track:0FZ4Dmg8jJJAPJnvBIzD9z,https://api.spotify.com/v1/tracks/0FZ4Dmg8jJJAPJnvBIzD9z,https://api.spotify.com/v1/audio-analysis/0FZ4Dmg8jJJAPJnvBIzD9z,228760,4,Kodak Black Featuring Travis Scott & Offset|ZEZE
Dan,Tequila,['contemporary country'],0.489,0.581,11,-5.731,1,0.0281,0.0312,0,0.132,0.494,86.016,audio_features,42fw0rxRO2xbesF6mJfd4Y,spotify:track:42fw0rxRO2xbesF6mJfd4Y,https://api.spotify.com/v1/tracks/42fw0rxRO2xbesF6mJfd4Y,https://api.spotify.com/v1/audio-analysis/42fw0rxRO2xbesF6mJfd4Y,196747,4,Dan + Shay|Tequila
Brett Young,Here Tonight,['contemporary country'],0.517,0.776,11,-5.271,1,0.0362,0.0144,0,0.113,0.448,96.002,audio_features,38nVuIj9mi5a8oopOJhSJk,spotify:track:38nVuIj9mi5a8oopOJhSJk,https://api.spotify.com/v1/tracks/38nVuIj9mi5a8oopOJhSJk,https://api.spotify.com/v1/audio-analysis/38nVuIj9mi5a8oopOJhSJk,216533,4,Brett Young|Here Tonight
A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),"['rap', 'trap music']",0.581,0.662,9,-5.239,1,0.303,0.0153,0,0.111,0.434,93.023,audio_features,1wJRveJZLSb1rjhnUHQiv6,spotify:track:1wJRveJZLSb1rjhnUHQiv6,https://api.spotify.com/v1/tracks/1wJRveJZLSb1rjhnUHQiv6,https://api.spotify.com/v1/audio-analysis/1wJRveJZLSb1rjhnUHQiv6,189487,4,A Boogie Wit da Hoodie Featuring 6ix9ine|Swervin
Billie Eilish,i love you,"['electropop', 'pop']",0.423,0.123,0,-18.41,1,0.0391,0.955,0.00518,0.11,0.0972,137.045,audio_features,6CcJMwBtXByIz4zQLzFkKc,spotify:track:6CcJMwBtXByIz4zQLzFkKc,https://api.spotify.com/v1/tracks/6CcJMwBtXByIz4zQLzFkKc,https://api.spotify.com/v1/audio-analysis/6CcJMwBtXByIz4zQLzFkKc,291796,4,Billie Eilish|I Love You
YNW Melly,Mixed Personalities (feat. Kanye West),"['rap', 'trap music']",0.661,0.44,2,-9.104,1,0.0803,0.457,0,0.128,0.352,149.937,audio_features,6vWEAOUSxohKxhp0K1BsxL,spotify:track:6vWEAOUSxohKxhp0K1BsxL,https://api.spotify.com/v1/tracks/6vWEAOUSxohKxhp0K1BsxL,https://api.spotify.com/v1/audio-analysis/6vWEAOUSxohKxhp0K1BsxL,230400,4,YNW Melly Featuring Kanye West|Mixed Personalities
Chase Rice,Eyes On You,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'redneck']",0.606,0.652,9,-6.982,1,0.0281,0.323,0,0.201,0.476,97.155,audio_features,2Q9nfMvAGL6soMAqBQ4x4q,spotify:track:2Q9nfMvAGL6soMAqBQ4x4q,https://api.spotify.com/v1/tracks/2Q9nfMvAGL6soMAqBQ4x4q,https://api.spotify.com/v1/audio-analysis/2Q9nfMvAGL6soMAqBQ4x4q,182493,4,Chase Rice|Eyes On You
Billie Eilish,ilomilo,"['electropop', 'pop']",0.86,0.425,5,-15.158,0,0.0573,0.708,0.39,0.0909,0.564,120.016,audio_features,7qEKqBCD2vE5vIBsrUitpD,spotify:track:7qEKqBCD2vE5vIBsrUitpD,https://api.spotify.com/v1/tracks/7qEKqBCD2vE5vIBsrUitpD,https://api.spotify.com/v1/audio-analysis/7qEKqBCD2vE5vIBsrUitpD,156371,4,Billie Eilish|Ilomilo
Billie Eilish,listen before i go,"['electropop', 'pop']",0.364,0.0549,0,-23.237,1,0.0435,0.934,0.00866,0.334,0.0784,97.534,audio_features,0tMSssfxAL2oV8Vri0mFHE,spotify:track:0tMSssfxAL2oV8Vri0mFHE,https://api.spotify.com/v1/tracks/0tMSssfxAL2oV8Vri0mFHE,https://api.spotify.com/v1/audio-analysis/0tMSssfxAL2oV8Vri0mFHE,242652,4,Billie Eilish|Listen Before I Go
Lil Baby,Close Friends (Lil Baby & Gunna),"['atl hip hop', 'atl trap', 'rap', 'trap music']",0.665,0.585,10,-5.077,0,0.366,0.044,0,0.0789,0.658,158.953,audio_features,5nzhL67GpF9szXWg5y509A,spotify:track:5nzhL67GpF9szXWg5y509A,https://api.spotify.com/v1/tracks/5nzhL67GpF9szXWg5y509A,https://api.spotify.com/v1/audio-analysis/5nzhL67GpF9szXWg5y509A,203881,4,Lil Baby|Close Friends
Nipsey Hussle,Double Up (feat. Belly and Dom Kennedy),"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.604,0.436,2,-8.32,1,0.188,0.0544,0.000242,0.162,0.239,107.978,audio_features,4iVD0fTHGxV9JWloujsL3s,spotify:track:4iVD0fTHGxV9JWloujsL3s,https://api.spotify.com/v1/tracks/4iVD0fTHGxV9JWloujsL3s,https://api.spotify.com/v1/audio-analysis/4iVD0fTHGxV9JWloujsL3s,361280,4,Nipsey Hussle Featuring Belly & DOM KENNEDY|Double Up
Imagine Dragons,Bad Liar,"['modern rock', 'rock']",0.383,0.637,3,-6.993,1,0.0703,0.0722,0,0.368,0.0827,177.913,audio_features,2RSHsoi04658QL5xgQVov3,spotify:track:2RSHsoi04658QL5xgQVov3,https://api.spotify.com/v1/tracks/2RSHsoi04658QL5xgQVov3,https://api.spotify.com/v1/audio-analysis/2RSHsoi04658QL5xgQVov3,260773,4,Imagine Dragons|Bad Liar
Morgan Wallen,Whiskey Glasses,"['contemporary country', 'country road', 'deep talent show']",0.615,0.68,6,-4.582,1,0.0286,0.364,1.75e-06,0.115,0.702,149.992,audio_features,6foY66mWZN0pSRjZ408c00,spotify:track:6foY66mWZN0pSRjZ408c00,https://api.spotify.com/v1/tracks/6foY66mWZN0pSRjZ408c00,https://api.spotify.com/v1/audio-analysis/6foY66mWZN0pSRjZ408c00,234347,4,Morgan Wallen|Whiskey Glasses
Kane Brown,Good as You,"['contemporary country', 'country road']",0.634,0.516,8,-6.05,1,0.0373,0.4,0,0.142,0.769,153.831,audio_features,1D07CwYBPqu8NbQTdu9C1g,spotify:track:1D07CwYBPqu8NbQTdu9C1g,https://api.spotify.com/v1/tracks/1D07CwYBPqu8NbQTdu9C1g,https://api.spotify.com/v1/audio-analysis/1D07CwYBPqu8NbQTdu9C1g,192053,4,Kane Brown|Good As You
Michael Ray,One That Got Away,"['contemporary country', 'country pop', 'country road', 'modern country rock']",0.565,0.825,10,-4.245,1,0.0417,0.00303,0,0.0779,0.609,160.003,audio_features,2TLDilmv1UmRTfyb7f2Hrx,spotify:track:2TLDilmv1UmRTfyb7f2Hrx,https://api.spotify.com/v1/tracks/2TLDilmv1UmRTfyb7f2Hrx,https://api.spotify.com/v1/audio-analysis/2TLDilmv1UmRTfyb7f2Hrx,218733,4,Michael Ray|One That Got Away
Kelsea Ballerini,Miss Me More,"['contemporary country', 'indonesian jazz', 'pop', 'post-teen pop']",0.643,0.72,2,-7.146,1,0.0527,0.014,0,0.0834,0.491,96.028,audio_features,5NfJGBAL9mgFPRQxKJmiX2,spotify:track:5NfJGBAL9mgFPRQxKJmiX2,https://api.spotify.com/v1/tracks/5NfJGBAL9mgFPRQxKJmiX2,https://api.spotify.com/v1/audio-analysis/5NfJGBAL9mgFPRQxKJmiX2,192840,4,Kelsea Ballerini|Miss Me More
Ella Mai,Shot Clock,"['dance pop', 'pop', 'r&b', 'uk contemporary r&b', 'urban contemporary']",0.512,0.512,4,-6.008,0,0.285,0.654,0,0.148,0.434,95.11,audio_features,2GlATHCDbLW7xq5BE0Bz5g,spotify:track:2GlATHCDbLW7xq5BE0Bz5g,https://api.spotify.com/v1/tracks/2GlATHCDbLW7xq5BE0Bz5g,https://api.spotify.com/v1/audio-analysis/2GlATHCDbLW7xq5BE0Bz5g,201609,1,Ella Mai|Shot Clock
Summer Walker,Girls Need Love,"['alternative r&b', 'deep pop r&b', 'indie r&b', 'pop', 'r&b', 'urban contemporary']",0.645,0.418,6,-10.065,0,0.29,0.558,0.0003,0.562,0.123,96.963,audio_features,644rGY6maSElnKVsAg1gJj,spotify:track:644rGY6maSElnKVsAg1gJj,https://api.spotify.com/v1/tracks/644rGY6maSElnKVsAg1gJj,https://api.spotify.com/v1/audio-analysis/644rGY6maSElnKVsAg1gJj,140760,4,Summer Walker X Drake|Girls Need Love
Billie Eilish,8,"['electropop', 'pop']",0.753,0.237,3,-13.426,1,0.246,0.742,0.00828,0.107,0.474,62.442,audio_features,6X29iaaazwho3ab7GNue5r,spotify:track:6X29iaaazwho3ab7GNue5r,https://api.spotify.com/v1/tracks/6X29iaaazwho3ab7GNue5r,https://api.spotify.com/v1/audio-analysis/6X29iaaazwho3ab7GNue5r,173202,4,Billie Eilish|8
Khalid,Saturday Nights,['pop'],0.574,0.37,10,-10.803,1,0.0841,0.634,9.38e-05,0.0986,0.354,83.162,audio_features,1fHRzxbts9A8J1ergDe7Kz,spotify:track:1fHRzxbts9A8J1ergDe7Kz,https://api.spotify.com/v1/tracks/1fHRzxbts9A8J1ergDe7Kz,https://api.spotify.com/v1/audio-analysis/1fHRzxbts9A8J1ergDe7Kz,211627,4,Khalid & Kane Brown|Saturday Nights
Nipsey Hussle,Last Time That I Checc'd (feat. YG),"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.711,0.746,1,-4.224,1,0.253,0.0289,0,0.371,0.279,96.024,audio_features,39xWBHPM4E9MwzEy5gbM7p,spotify:track:39xWBHPM4E9MwzEy5gbM7p,https://api.spotify.com/v1/tracks/39xWBHPM4E9MwzEy5gbM7p,https://api.spotify.com/v1/audio-analysis/39xWBHPM4E9MwzEy5gbM7p,225573,4,Nipsey Hussle Featuring YG|Last Time That I Checc'd
City Girls,Twerk (feat. Cardi B),"['pop', 'r&b', 'trap queen']",0.788,0.842,4,-4.006,0,0.142,0.121,0.00112,0.166,0.481,190.077,audio_features,0RRm4OS5ymfZryXBuj0G2m,spotify:track:0RRm4OS5ymfZryXBuj0G2m,https://api.spotify.com/v1/tracks/0RRm4OS5ymfZryXBuj0G2m,https://api.spotify.com/v1/audio-analysis/0RRm4OS5ymfZryXBuj0G2m,166476,4,City Girls Featuring Cardi B|Twerk
Maren Morris,GIRL,['contemporary country'],0.44,0.793,6,-3.95,1,0.0502,0.0677,0,0.0788,0.447,143.599,audio_features,3y5B5ebFMzEEFqCPOesAXR,spotify:track:3y5B5ebFMzEEFqCPOesAXR,https://api.spotify.com/v1/tracks/3y5B5ebFMzEEFqCPOesAXR,https://api.spotify.com/v1/audio-analysis/3y5B5ebFMzEEFqCPOesAXR,250653,4,Maren Morris|GIRL
DaBaby,Suge,"['nc hip hop', 'rap', 'southern hip hop', 'trap music', 'vapor trap']",0.876,0.662,2,-6.482,0,0.426,0.0608,0,0.127,0.844,75.445,audio_features,2gwkD6igEhQbDQegRCcdoB,spotify:track:2gwkD6igEhQbDQegRCcdoB,https://api.spotify.com/v1/tracks/2gwkD6igEhQbDQegRCcdoB,https://api.spotify.com/v1/audio-analysis/2gwkD6igEhQbDQegRCcdoB,163320,4,DaBaby|Suge
Jon Pardi,Night Shift,"['contemporary country', 'country', 'country road', 'modern country rock']",0.628,0.757,7,-3.561,1,0.0281,0.113,0,0.263,0.727,96.016,audio_features,0bPnT6i9H1p8Vd85GS6Z7I,spotify:track:0bPnT6i9H1p8Vd85GS6Z7I,https://api.spotify.com/v1/tracks/0bPnT6i9H1p8Vd85GS6Z7I,https://api.spotify.com/v1/audio-analysis/0bPnT6i9H1p8Vd85GS6Z7I,172253,4,Jon Pardi|Night Shift
Scotty McCreery,This Is It,"['contemporary country', 'country', 'country road', 'modern country rock']",0.557,0.511,8,-6.788,1,0.0291,0.254,0,0.099,0.602,156.042,audio_features,34DFpyq5NJJ79GnGbbJH3p,spotify:track:34DFpyq5NJJ79GnGbbJH3p,https://api.spotify.com/v1/tracks/34DFpyq5NJJ79GnGbbJH3p,https://api.spotify.com/v1/audio-analysis/34DFpyq5NJJ79GnGbbJH3p,230973,4,Scotty McCreery|This Is It
